Term,Academic Program,Descr,Student ID,Name,Course Code,Grade,Term GPA,Cumulative GPA,Repeat,Unit Taken
2211,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,MEC011,D+,1.988,1.988,,3
2211,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,MGT222,B,1.988,1.988,,2
2211,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,PHY212,C+,1.988,1.988,,3
2212,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE315,B-,1.625,1.806,,3
2212,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE015,F,1.625,1.806,EXCM,3
2212,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE113,D+,1.625,1.806,,3
2212,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,LAN022,S,1.625,1.806,,0
2212,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,LAN112,C,1.625,1.806,,2
2212,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,LIB116,C,1.625,1.806,,2
2212,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,MAT131,D,1.625,1.806,,3
2212,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,MAT112,D,1.625,1.806,,3
2213,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE015,D,1.0,1.737,REPF,3
2221,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,AIE111,B+,2.718,2.058,,3
2221,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE111,B,2.718,2.058,,3
2221,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE131,C,2.718,2.058,,3
2221,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,GEO217,B-,2.718,2.058,,2
2221,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,MAT231,B,2.718,2.058,,3
2221,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,MAT212,C+,2.718,2.058,,3
2222,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,AIE121,C,2.859,2.255,,3
2222,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE251,B,2.859,2.255,,3
2222,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE132,B,2.859,2.255,,3
2222,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE221,B+,2.859,2.255,,3
2222,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,LAN111,B+,2.859,2.255,,2
2222,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,MAT312,B-,2.859,2.255,,3
2222,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,PSC101,S,2.859,2.255,,0
2231,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,AIE323,A,3.3,2.462,,3
2231,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,AIE231,B+,3.3,2.462,,3
2231,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE261,A-,3.3,2.462,,3
2231,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE234,B-,3.3,2.462,,3
2231,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE233,B,3.3,2.462,,3
2231,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,SOC107,B,3.3,2.462,,2
2232,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,AIE212,A-,3.217,2.592,,3
2232,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,AIE213,C-,3.217,2.592,,3
2232,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,AIE241,B,3.217,2.592,,3
2232,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,AIE291,A+,3.217,2.592,,2
2232,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE281,B+,3.217,2.592,,3
2232,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE112,A-,3.217,2.592,,4
2232,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,MIL011,S,3.217,2.592,,0
2241,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,AIE493,A+,3.165,2.685,,3
2241,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE344,A,3.165,2.685,,3
2241,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE363,A-,3.165,2.685,,3
2241,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,CSE464,B,3.165,2.685,,3
2241,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,ELE432,B-,3.165,2.685,,3
2241,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,MAT123,C-,3.165,2.685,,3
2241,AIE,Artificial Intelligence Engine,300312,Sophia Nelson,MGT102,B,3.165,2.685,,2
2211,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE013,C,2.338,2.338,,2
2211,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE014,F,2.338,2.338,EXCM,3
2211,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,MAT111,F,2.338,2.338,EXCM,3
2211,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,MAT123,D,2.338,2.338,,3
2211,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,MEC011,B-,2.338,2.338,,3
2211,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,MGT222,B-,2.338,2.338,,2
2211,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,PHY212,B+,2.338,2.338,,3
2212,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE014,A-,2.513,2.434,REPF,3
2212,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE315,A-,2.513,2.434,,3
2212,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE113,F,2.513,2.434,EXCM,3
2212,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,LAN022,S,2.513,2.434,,0
2212,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,LAN112,C,2.513,2.434,,2
2212,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,LIB116,D,2.513,2.434,,2
2212,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,MAT111,B-,2.513,2.434,REPF,3
2212,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,MAT131,D+,2.513,2.434,,3
2213,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE015,A,3.5,2.617,,3
2213,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,MAT112,B,3.5,2.617,,3
2221,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,AIE111,B+,2.686,2.637,,3
2221,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE111,B+,2.686,2.637,,3
2221,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE131,B-,2.686,2.637,,3
2221,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,GEO217,C+,2.686,2.637,,2
2221,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,MAT231,C-,2.686,2.637,,3
2221,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,MAT212,D,2.686,2.637,EXCM,3
2222,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,AIE121,F,2.325,2.56,EXCM,3
2222,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE251,C,2.325,2.56,,3
2222,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE132,D+,2.325,2.56,,3
2222,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE221,B,2.325,2.56,,3
2222,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,LAN120,B+,2.325,2.56,,2
2222,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,MAT312,C-,2.325,2.56,,3
2222,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,MGT102,B+,2.325,2.56,,2
2222,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,PSC101,S,2.325,2.56,,0
2223,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,AIE121,B+,3.3,2.593,REPF,3
2231,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,AIE323,A-,3.318,2.738,,3
2231,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,AIE231,A-,3.318,2.738,,3
2231,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE261,B+,3.318,2.738,,3
2231,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE234,C+,3.318,2.738,,3
2231,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE233,A+,3.318,2.738,,3
2231,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,LAN114,B-,3.318,2.738,,2
2232,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,AIE212,A-,3.66,2.876,,3
2232,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,AIE213,B+,3.66,2.876,,3
2232,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,AIE291,A+,3.66,2.876,,2
2232,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE281,B+,3.66,2.876,,3
2232,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE112,A+,3.66,2.876,,4
2232,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,MIL011,S,3.66,2.876,,0
2241,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE344,A-,3.342,2.95,,3
2241,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE383,A,3.342,2.95,,3
2241,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,CSE113,C,3.342,2.95,REPF,3
2241,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,LAN211,A,3.342,2.95,,2
2241,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,MAT212,B+,3.342,2.95,GRAI,3
2241,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,MGT201,B+,3.342,2.95,,2
2241,AIE,Artificial Intelligence Engine,300088,Isabella Johnson,PHY211,B+,3.342,2.95,,3
2231,AIE,Artificial Intelligence Engine,300274,Mia Flores,AIE323,A+,4.0,3.939,,3
2231,AIE,Artificial Intelligence Engine,300274,Mia Flores,AIE231,A+,4.0,3.939,,3
2231,AIE,Artificial Intelligence Engine,300274,Mia Flores,CSE261,A,4.0,3.939,,3
2231,AIE,Artificial Intelligence Engine,300274,Mia Flores,CSE234,A+,4.0,3.939,,3
2231,AIE,Artificial Intelligence Engine,300274,Mia Flores,CSE233,A,4.0,3.939,,3
2231,AIE,Artificial Intelligence Engine,300274,Mia Flores,LAN021,S,4.0,3.939,,0
2232,AIE,Artificial Intelligence Engine,300274,Mia Flores,AIE212,A+,4.0,3.949,,3
2232,AIE,Artificial Intelligence Engine,300274,Mia Flores,AIE213,A+,4.0,3.949,,3
2232,AIE,Artificial Intelligence Engine,300274,Mia Flores,AIE241,A+,4.0,3.949,,3
2232,AIE,Artificial Intelligence Engine,300274,Mia Flores,CSE112,A+,4.0,3.949,,4
2232,AIE,Artificial Intelligence Engine,300274,Mia Flores,CSE211,A+,4.0,3.949,,3
2232,AIE,Artificial Intelligence Engine,300274,Mia Flores,MIL011,S,4.0,3.949,,0
2231,AIE,Artificial Intelligence Engine,300374,Charlotte Thomas,AIE323,B,2.788,2.718,,3
2231,AIE,Artificial Intelligence Engine,300374,Charlotte Thomas,AIE231,D+,2.788,2.718,,3
2231,AIE,Artificial Intelligence Engine,300374,Charlotte Thomas,CSE261,A-,2.788,2.718,,3
2231,AIE,Artificial Intelligence Engine,300374,Charlotte Thomas,CSE234,B-,2.788,2.718,,3
2231,AIE,Artificial Intelligence Engine,300374,Charlotte Thomas,CSE233,B+,2.788,2.718,,3
2231,AIE,Artificial Intelligence Engine,300374,Charlotte Thomas,DVA014,B-,2.788,2.718,,2
2222,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,AIE121,B+,3.476,3.14,,3
2222,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,CSE251,A-,3.476,3.14,,3
2222,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,CSE132,B,3.476,3.14,,3
2222,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,CSE221,A-,3.476,3.14,,3
2222,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,LAN111,B,3.476,3.14,,2
2222,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,MAT312,A,3.476,3.14,,3
2222,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,PSC101,S,3.476,3.14,,0
2231,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,AIE323,A+,3.565,3.221,,3
2231,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,AIE231,A,3.565,3.221,,3
2231,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,CSE261,A,3.565,3.221,,3
2231,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,CSE234,B-,3.565,3.221,,3
2231,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,CSE233,B+,3.565,3.221,,3
2231,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,SOC107,B+,3.565,3.221,,2
2232,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,AIE212,A-,3.55,3.277,,3
2232,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,AIE213,A,3.55,3.277,,3
2232,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,AIE241,B+,3.55,3.277,,3
2232,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,AIE291,A+,3.55,3.277,,2
2232,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,CSE281,C+,3.55,3.277,,3
2232,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,CSE112,A,3.55,3.277,,4
2241,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,AIE493,A+,3.353,3.287,,3
2241,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,CSE344,A-,3.353,3.287,,3
2241,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,CSE363,A,3.353,3.287,,3
2241,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,CSE464,B+,3.353,3.287,,3
2241,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,ELE432,C,3.353,3.287,,3
2241,AIE,Artificial Intelligence Engine,300126,Amelia Roberts,MGT102,B,3.353,3.287,,2
2211,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE013,B,2.786,2.786,,2
2211,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE014,W,2.786,2.786,,3
2211,AIE,Artificial Intelligence Engine,300237,Harper Rivera,MAT111,F,2.786,2.786,EXCM,3
2211,AIE,Artificial Intelligence Engine,300237,Harper Rivera,MAT123,W,2.786,2.786,,3
2211,AIE,Artificial Intelligence Engine,300237,Harper Rivera,MEC011,F,2.786,2.786,EXCM,3
2211,AIE,Artificial Intelligence Engine,300237,Harper Rivera,MGT222,B-,2.786,2.786,,2
2211,AIE,Artificial Intelligence Engine,300237,Harper Rivera,PHY212,B-,2.786,2.786,,3
2212,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE014,D,1.65,1.996,EXCM,3
2212,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE315,C-,1.65,1.996,,3
2212,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE113,D,1.65,1.996,,3
2212,AIE,Artificial Intelligence Engine,300237,Harper Rivera,LAN022,S,1.65,1.996,,0
2212,AIE,Artificial Intelligence Engine,300237,Harper Rivera,LAN112,C-,1.65,1.996,,2
2212,AIE,Artificial Intelligence Engine,300237,Harper Rivera,LIB116,D,1.65,1.996,,2
2212,AIE,Artificial Intelligence Engine,300237,Harper Rivera,MAT111,B+,1.65,1.996,REPF,3
2212,AIE,Artificial Intelligence Engine,300237,Harper Rivera,MAT131,D,1.65,1.996,,3
2212,AIE,Artificial Intelligence Engine,300237,Harper Rivera,PSC101,S,1.65,1.996,,0
2213,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE015,C-,1.35,1.862,,3
2213,AIE,Artificial Intelligence Engine,300237,Harper Rivera,MAT112,D,1.35,1.862,,3
2221,AIE,Artificial Intelligence Engine,300237,Harper Rivera,AIE111,C+,2.1,1.918,,3
2221,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE111,D+,2.1,1.918,EXCM,3
2221,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE131,C-,2.1,1.918,,3
2221,AIE,Artificial Intelligence Engine,300237,Harper Rivera,MAT212,C+,2.1,1.918,,3
2222,AIE,Artificial Intelligence Engine,300237,Harper Rivera,AIE121,F,2.0,1.93,EXCM,3
2222,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE132,C,2.0,1.93,,3
2222,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE221,C,2.0,1.93,,3
2222,AIE,Artificial Intelligence Engine,300237,Harper Rivera,MAT312,F,2.0,1.93,EXCM,3
2231,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE111,B-,2.25,1.998,GRAI,3
2231,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE014,C+,2.25,1.998,GRAI,3
2231,AIE,Artificial Intelligence Engine,300237,Harper Rivera,MAT231,B,2.25,1.998,,3
2231,AIE,Artificial Intelligence Engine,300237,Harper Rivera,MEC011,D,2.25,1.998,REPF,3
2232,AIE,Artificial Intelligence Engine,300237,Harper Rivera,AIE121,C,2.377,2.07,REPF,3
2232,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE261,C+,2.377,2.07,,3
2232,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE112,B,2.377,2.07,,4
2232,AIE,Artificial Intelligence Engine,300237,Harper Rivera,MAT312,C,2.377,2.07,REPF,3
2233,AIE,Artificial Intelligence Engine,300237,Harper Rivera,AIE291,B+,2.229,2.084,,2
2233,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CHE142,D,2.229,2.084,,3
2233,AIE,Artificial Intelligence Engine,300237,Harper Rivera,LAN111,B,2.229,2.084,,2
2241,AIE,Artificial Intelligence Engine,300237,Harper Rivera,AIE231,D,2.695,2.206,,3
2241,AIE,Artificial Intelligence Engine,300237,Harper Rivera,AIE323,B-,2.695,2.206,,3
2241,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE233,B+,2.695,2.206,,3
2241,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE251,B-,2.695,2.206,,3
2241,AIE,Artificial Intelligence Engine,300237,Harper Rivera,CSE363,B-,2.695,2.206,,3
2241,AIE,Artificial Intelligence Engine,300237,Harper Rivera,GEO217,A-,2.695,2.206,,2
2241,AIE,Artificial Intelligence Engine,300237,Harper Rivera,MGT201,B+,2.695,2.206,,2
2211,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE013,B,2.721,2.721,,2
2211,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE014,F,2.721,2.721,EXCM,3
2211,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,MAT111,B-,2.721,2.721,,3
2211,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,MAT123,B+,2.721,2.721,,3
2211,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,MEC011,D,2.721,2.721,,3
2211,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,MGT222,F,2.721,2.721,EXCM,2
2211,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,PHY212,A-,2.721,2.721,,3
2212,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE014,B+,2.271,2.496,REPF,3
2212,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE315,C+,2.271,2.496,,3
2212,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE113,D,2.271,2.496,,3
2212,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,LAN022,S,2.271,2.496,,0
2212,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,LAN112,B,2.271,2.496,,2
2212,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,LIB116,F,2.271,2.496,EXCM,2
2212,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,MAT131,F,2.271,2.496,EXCM,3
2212,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,MAT112,C,2.271,2.496,,3
2213,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE015,A,4.0,2.762,,3
2213,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,MAT131,A,4.0,2.762,REPF,3
2221,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,AIE111,C-,1.576,2.367,,3
2221,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE111,C-,1.576,2.367,,3
2221,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE131,D,1.576,2.367,,3
2221,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,GEO217,C+,1.576,2.367,,2
2221,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,MAT231,C,1.576,2.367,,3
2221,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,MAT212,D,1.576,2.367,,3
2222,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,AIE121,F,1.1,2.177,EXCM,3
2222,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE251,D,1.1,2.177,,3
2222,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE132,D+,1.1,2.177,,3
2222,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE221,D,1.1,2.177,,3
2222,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,MAT312,F,1.1,2.177,EXCM,3
2232,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,AIE121,C,2.257,2.28,REPF,3
2232,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,AIE291,A,2.257,2.28,,2
2232,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE281,F,2.257,2.28,EXCM,3
2232,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE112,C,2.257,2.28,,4
2232,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE234,D,2.257,2.28,,3
2232,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,LAN114,B+,2.257,2.28,,2
2232,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,MIL011,S,2.257,2.28,,0
2241,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,AIE323,C,2.084,2.245,,3
2241,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE281,C-,2.084,2.245,REPF,3
2241,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE344,D,2.084,2.245,,3
2241,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,CSE363,D,2.084,2.245,,3
2241,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,MGT102,B+,2.084,2.245,,2
2241,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,PHY211,B+,2.084,2.245,,3
2241,AIE,Artificial Intelligence Engine,300139,Evelyn Carter,SOC107,B,2.084,2.245,,2
2211,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE013,A+,3.625,3.625,,2
2211,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE014,B+,3.625,3.625,,3
2211,AIE,Artificial Intelligence Engine,300474,Abigail Hill,MAT111,A+,3.625,3.625,,3
2211,AIE,Artificial Intelligence Engine,300474,Abigail Hill,MAT123,A,3.625,3.625,EXCM,3
2211,AIE,Artificial Intelligence Engine,300474,Abigail Hill,MEC011,B-,3.625,3.625,,3
2211,AIE,Artificial Intelligence Engine,300474,Abigail Hill,MGT222,A,3.625,3.625,,2
2211,AIE,Artificial Intelligence Engine,300474,Abigail Hill,PHY212,A+,3.625,3.625,,3
2212,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE315,A-,3.905,3.777,,3
2212,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE015,A-,3.905,3.777,,3
2212,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE113,A+,3.905,3.777,,3
2212,AIE,Artificial Intelligence Engine,300474,Abigail Hill,LAN022,S,3.905,3.777,,0
2212,AIE,Artificial Intelligence Engine,300474,Abigail Hill,LAN112,A+,3.905,3.777,,2
2212,AIE,Artificial Intelligence Engine,300474,Abigail Hill,LIB116,A,3.905,3.777,,2
2212,AIE,Artificial Intelligence Engine,300474,Abigail Hill,MAT131,A+,3.905,3.777,,3
2212,AIE,Artificial Intelligence Engine,300474,Abigail Hill,MAT112,A+,3.905,3.777,,3
2221,AIE,Artificial Intelligence Engine,300474,Abigail Hill,AIE111,A+,3.865,3.806,,3
2221,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE111,A,3.865,3.806,,3
2221,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE131,A+,3.865,3.806,,3
2221,AIE,Artificial Intelligence Engine,300474,Abigail Hill,GEO217,B+,3.865,3.806,,2
2221,AIE,Artificial Intelligence Engine,300474,Abigail Hill,MAT231,A-,3.865,3.806,,3
2221,AIE,Artificial Intelligence Engine,300474,Abigail Hill,MAT212,A+,3.865,3.806,,3
2222,AIE,Artificial Intelligence Engine,300474,Abigail Hill,AIE121,A,3.826,3.811,,3
2222,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE251,A+,3.826,3.811,,3
2222,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE132,B+,3.826,3.811,,3
2222,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE221,A+,3.826,3.811,,3
2222,AIE,Artificial Intelligence Engine,300474,Abigail Hill,LAN211,A-,3.826,3.811,,2
2222,AIE,Artificial Intelligence Engine,300474,Abigail Hill,LAN111,A-,3.826,3.811,,2
2222,AIE,Artificial Intelligence Engine,300474,Abigail Hill,MAT312,A+,3.826,3.811,,3
2222,AIE,Artificial Intelligence Engine,300474,Abigail Hill,PSC101,S,3.826,3.811,,0
2231,AIE,Artificial Intelligence Engine,300474,Abigail Hill,AIE323,A+,3.947,3.838,,3
2231,AIE,Artificial Intelligence Engine,300474,Abigail Hill,AIE231,A,3.947,3.838,,3
2231,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE261,A+,3.947,3.838,,3
2231,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE234,A-,3.947,3.838,,3
2231,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE233,A,3.947,3.838,,3
2231,AIE,Artificial Intelligence Engine,300474,Abigail Hill,LAN114,A+,3.947,3.838,,2
2232,AIE,Artificial Intelligence Engine,300474,Abigail Hill,AIE213,A+,3.94,3.852,,3
2232,AIE,Artificial Intelligence Engine,300474,Abigail Hill,AIE241,A+,3.94,3.852,,3
2232,AIE,Artificial Intelligence Engine,300474,Abigail Hill,AIE291,A+,3.94,3.852,,2
2232,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE281,A-,3.94,3.852,,3
2232,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE112,A+,3.94,3.852,,4
2241,AIE,Artificial Intelligence Engine,300474,Abigail Hill,AIE351,A+,3.771,3.839,,3
2241,AIE,Artificial Intelligence Engine,300474,Abigail Hill,AIE493,A+,3.771,3.839,,3
2241,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE344,A+,3.771,3.839,,3
2241,AIE,Artificial Intelligence Engine,300474,Abigail Hill,CSE464,A-,3.771,3.839,,3
2241,AIE,Artificial Intelligence Engine,300474,Abigail Hill,ELE232,B,3.771,3.839,,3
2241,AIE,Artificial Intelligence Engine,300474,Abigail Hill,ELE432,A-,3.771,3.839,,3
2241,AIE,Artificial Intelligence Engine,300474,Abigail Hill,MAT122,A+,3.771,3.839,GRAI,3
2211,AIE,Artificial Intelligence Engine,300328,Emily Walker,CSE013,B-,2.571,2.571,,2
2211,AIE,Artificial Intelligence Engine,300328,Emily Walker,CSE014,W,2.571,2.571,,3
2211,AIE,Artificial Intelligence Engine,300328,Emily Walker,MAT111,F,2.571,2.571,EXCM,3
